FACID,FNAME,302_CONTACT,302_PHONE,PRIMARY_CONTACT,PRIMARY_CONTACT_PHONE,PRIMARY_CONTACT_24HR,SECONDARY_CONTACT,SECONDARY_CONTACT_PHONE,SECONDARY_CONTACT_24HR
62779,NNSWC Landfill,Ryan Boyer,402-649-6776,Brett Davis,402-892-3096,402-649-3488,Ryan Boyer,402-367-4662,402-649-6776
62910,FHR Pine Bend LLC,Jeremy Spence,402-707-8694,Matador Security,,800-666-9038,Jeremy Spence,,402-707-8694
62947,Scenic Park,Lance Headquist,402-494-7517,Russell E Chester,402-404-8831,712-204-0546,,,
63167,Herzog Railroad Services Inc,Shane Sims,816-261-8532,Eugene Rosenberger,,402-801-2175,Shane Sims,,816-261-8532
63218,Aurora Ready Mix Plant,Aaron Ericson,402-366-1816,Kraig Kuhnel,402-434-1212,402-366-4015,Joel Woita,402-434-7439,
63279,Aurora Co-op Elevator Company,James Holliday,402-694-7713,Nicki Holback,308-548-2800,308-383-6153,James Scherer,308-548-2800,308-548-8875
63354,J Bar J Landfill,Will McKnight,308-287-0942,Dan Gellerman,308-287-2107,308-289-5649,Adam Worley,308-287-2107,308-249-6892
63386,Constructors Inc Shop,Chad Burdick,402-441-4179,Jesus Lopez Mendez,,402-381-8568,,,
63415,Beatrice Concrete Portable,Jason Easter,402-826-6460,Paul Kostal,402-223-4013,402-239-6269,,,
63416,Crow Butte Resources,Casey Yada,308-665-2215,Tate Hagman,308-665-2215,308-207-5502,Brian Taylor,308-665-2215,308-430-0207
63462,Darling Ingredients Inc,William Holmes,972-541-7120,Chad Kuzel,402-342-2076,402-672-5110,Steven Hayes,402-342-2076,402-289-8623
63464,Energy Center Omaha Burt,Brian Bendt,712-310-3754,Brian Bendt,402-346-9066,712-310-3754,Jamison Whitelock,402-346-9066,507-276-9383
63506,Fremont Beef Company,Alfredo Lopez,402-727-7200,Bob Patak,402-727-7200,402-719-5363,Frank Knapp,402-727-7200,402-719-5363
63512,Farmers Pride Propane,Dawn Pochop,402-675-1775,Chris Alder,,402-429-5140,Bryan Daum,402-675-2375,402-649-3152
63518,Norder Supply Inc,Tedman Norder,800-535-5053,Tanner Lubben,402-353-6175,402-535-5053,Cody Lightwine,402-759-2356,800-535-5053
63589,CNH America LLC - Miller Bldg,Scott Woods,308-379-0492,Scott Woods,,308-379-0492,Brad Ruzicka,308-379-0515,
63608,WAPA Grand Island Substation,Tom L Holmstrom,712-253-0939,WAPA DOE Dispatch,,800-624-8625,Michael Werdel,605-353-3500,800-624-8625
63650,Cargill Value Added Meats,Mike W Sargent,402-942-2233,Mike W Sargent,402-563-7714,402-942-2233,Neil Pike,402-563-7711,402-910-1195
63738,NDOT Operations Division 00101,Loren Cuda,402-479-4785,Mike Gates,402-617-6886,402-217-7024,Michael T Mattison,402-479-4878,402-326-0470
63742,Nebraska Building Products,Shawn Stranathan,402-438-2006,Shawn Stranathan,,402-438-2006,Mason Baziw,386-304-2200,585-613-6221
63796,NE ARNG USPFO-SB & CSMS,Noah T Dirks,402-309-8485,Zachary Long,402-309-1914,402-309-8210,Scott Wilke,402-309-1960,402-309-8210
63884,Sam's Club 6461,David M Einolf,971-678-8111,Carlos Dillon,308-384-0622,308-530-9924,Wal Mart Alarm Central,800-530-9924,479-204-3911
63887,First Student Inc 20898,Jennifer Morgan,402-713-7161,Jennifer Morgan,402-572-6160,402-713-7161,Kevin Kraack,402-572-6160,402-968-6413
63889,Valmont Newmark Inc,Brian Steinbrunk,402-720-4648,Juan M Contreras,402-562-1724,531-230-9853,Michael B Slaton,,423-653-8054
63904,Progress Rail Services Corp,Tanya Girouard,810-510-3952,Sidney Berry,,308-250-0782,Zach Jeppson,,859-918-8989
63911,NE ARNG UTES-1,Noah T Dirks,402-309-8485,Jessica J Moody,402-309-7870,402-309-0810,Calvin Van Olinda,402-309-7820,402-309-8210
63915,Valmont Coatings,Robert Paulsen,402-380-5816,Robert Paulsen,402-372-3706,402-380-5816,Jeffrey Lackey,402-372-3706,402-720-8343
63935,Champion Home Builders Co,,,Randy Collingham,402-362-4455,402-366-7367,Cheryl Nolan,402-362-4455,402-316-4152
63972,Central Sand & Gravel Co,Ben Wietzel,402-670-8984,Mark Parsons,,402-910-0199,Thomas Silknitter,,402-378-0146
63997,Ag Valley Arapahoe Station,Shawn Erickson,308-995-7605,David Dodson,308-927-3681,308-367-7057,Shawn Erickson,308-962-3681,308-995-7605
64011,Monolith Product Warehouse,Eric Barth,402-641-6107,Scott Hollman,,402-430-1632,Eric Barth,402-817-3235,402-641-6107
64153,AZZ Galvanizing - Nebraska LLC,David Barger,402-340-6601,David Barger,402-925-5576,402-340-6601,Joseph Macker,402-925-5576,760-420-3248
64164,Molex LLC,Dallas Callahan,517-927-7187,Curtis Abendroth,402-309-7475,,Dallas Callahan,,517-927-7187
64181,Haleon US Inc,Chris M Bell,402-802-2108,Scott Grau,402-610-2363,402-467-8527,Nicole A Hameister,,708-516-1043
64187,Ogallala Electronics,Steve Barnhart,308-289-9035,Steve Barnhart,308-284-6635,308-289-9035,Tiffany Peterson,308-284-4093,308-284-6633
64258,PURAC America Inc,Benjamin D Loos,402-278-9509,Tony Johnsen,402-203-0768,,Jeff Jansen,402-426-0377,402-321-5283
64264,Van Sickle Distribution Center,Kevin Koivula,612-500-9498,Devin Humphrey,402-476-6558,402-639-2288,Brent Vandermyde,712-737-4993,712-395-1815
64267,Empirical Foods Inc,Curtis A Sales,712-301-1210,Curtis A Sales,605-217-8153,712-301-1210,Rich Jochum,605-217-8100,712-490-8169
64277,NDOT Dakota City Yard 31300,Zachary A Statema,402-369-1293,Zachary A Statema,402-494-6826,402-369-1293,Kevin Domogalla,402-887-5441,
64294,West Avenue Peak Shaver,Marty Stange,402-831-1399,Brandan Lubken,402-462-3555,402-984-8277,Marty Stange,402-463-1371,402-831-1399
64342,East Campus Readiness Center,Noah T Dirks,402-309-8485,Matthew Poppe,402-309-7462,402-309-8210,Eric Randolph,402-309-7929,402-309-8210
64360,BNSF Railway Company,Robert Schroeder,531-530-9984,Dallas McCarter,913-551-4002,913-208-8013,Tim Carmine,,913-217-8861
64383,CHS Inc,Gary Perowitz,320-287-3109,Justin Gillilan,402-586-2272,402-640-6177,Jared Jessen,402-586-2272,402-841-0173
64389,Consolidated Concrete LLC,Jeff Kuhlman,402-891-9355,Aaron Luth,402-891-9355,402-690-3866,Mary Weich,,402-937-3670
64396,The Andersons Inc,Ben Bennett,260-350-8888,Robert Brown,,308-749-2554,Elijah Nuss,,402-268-6001
64401,Cargill Inc Polyol Sweeteners,Matthew Gutzmann,402-278-1327,Matthew Gutzmann,402-533-4100,402-278-1327,Nicholas D Remm,402-533-1693,402-960-5635
64416,Aurora Co-op Elevator Company,James Holliday,402-694-7713,Jason Smallcomb,308-468-5756,308-627-7641,Jason McClellan,,308-991-2841
64419,Kearney Crete & Block Company,Kelly Naslund,308-698-1150,Dawna Ourada,308-237-3126,,Jennifer Koenig,402-434-7441,308-940-3172
64422,Aurora Co-op Elevator Company,James Holliday,402-694-7713,Jason Smallcomb,308-468-5756,308-627-7641,Don Engel,402-694-2106,308-627-7640
64423,Bosselman Oil Inc,Troy Klanecky,308-382-4173,Frederick A Bosselman,308-381-6900,308-380-0779,Mike Epp,308-398-6368,402-705-8301
64427,Cass County Highway Dept,Chad Korte,402-267-6765,Lenny R Thorne,402-296-9353,402-297-2531,Jerry Fleischman,402-296-9353,402-297-2534
64450,Central Valley Ag,Tom M Ortmeier,800-535-5053,Tom M Ortmeier,,800-535-5053,Doug Kaup,402-380-8362,800-535-5053
64479,Concrete Industries Inc,Jeremy Davis,402-873-6652,James Hamlette,402-434-1862,402-432-9560,,,
64526,Burchfield Lease,Samuel M Bradley,970-593-8626,Samuel M Bradley,,970-593-8626,Cassie Bradley,,970-290-7403
64530,Mossberg Lease,Chris Hansen,303-513-9963,Gary Franklin,,308-235-5794,Chris Hansen,,303-513-9963
64533,Streeks 1-8,Angie Bowling,303-744-1480,Kurt Nelson,303-744-2034,303-808-8110,Matt Nelson,,303-981-3840
64534,Mead 1,Angie Bowling,303-744-1480,Kurt Nelson,303-744-2034,303-808-8110,Matt Nelson,,303-981-3840
64548,Gifford 1 Lease,Angie Bowling,303-744-1480,Kurt Nelson,303-808-8110,303-808-8110,Matt Nelson,303-744-1480,303-981-3840
64551,Olsen 1 Lease,Angie Bowling,303-744-1480,Kurt Nelson,303-744-1480,303-808-8110,Matt Nelson,303-744-1480,303-981-3840
64556,"Leafdale 1,2 & Soule 1,2",Chris A Smith,303-709-6157,Chris A Smith,303-709-6158,303-709-6157,Gary Franklin,,303-709-6157
64558,Nagel Lease,Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Gary Franklin,,308-235-5794
64562,Olsen Lease,Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Gary Franklin,,308-235-5794
64563,"Downer 3-6, B-1 Leases",Angie Bowling,303-744-1480,Kurt Nelson,303-744-1480,303-808-8110,Matt Nelson,303-744-1480,303-981-3840
64565,Nebraska State A,Angie Bowling,303-744-1480,Kurt Nelson,303-744-2034,303-808-8110,Matt Nelson,,303-981-3840
64568,Selover Lease,Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Gary Franklin,,308-235-5794
64571,Young Lease,Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Gary Franklin,,308-235-5794
64579,Nelson Lease,Samuel M Bradley,970-593-8626,Samuel M Bradley,,970-593-8626,Cassie Bradley,,970-290-7403
64580,Nelson D Lease,Samuel M Bradley,970-593-8626,Samuel M Bradley,,970-593-8626,Cassie Bradley,,970-290-7403
64585,Bird Oil Field,Carl Dean,303-918-2021,Bob Vincent,,308-235-7063,Carl Dean,303-771-2343,303-918-2021
64589,Graff 6 & 7,Kurt Nelson,303-808-8110,Kurt Nelson,303-744-2034,303-808-8110,Matt Nelson,303-744-1480,303-981-3840
64634,Titan Machinery Inc,Justin Brader,402-463-0544,Michael Kenyon,308-267-8821,308-267-8821,Charles Monter,402-463-0644,402-984-6135
64738,NDOT Alliance Yard 52700,Alan Sanford,308-650-1461,Alan Sanford,308-262-1925,308-650-1461,Jason Digmann,308-763-2947,308-760-8594
64787,Diamond B Oil Inc Shop,R V Borchert,308-254-2020,R V Borchert,308-254-2992,308-254-2020,Debbie K Bowers,660-254-2768,
64794,State of Nebraska 1 Lease,Coy Fisher,307-630-1318,Coy Fisher,307-630-1318,,Debbie K Bowers,660-254-2768,
64795,Hruska 1 Lease,Coy Fisher,307-630-1318,Coy Fisher,307-630-1318,,Debbie K Bowers,660-254-2768,
64796,Krueger - Ladegard Lease,Coy Fisher,307-630-1318,Coy Fisher,307-630-1318,,Debbie K Bowers,660-254-2768,
64797,C Dutton Lease,Dan Loughran,402-689-4888,Ron Johnson,,308-350-0731,Pat J Loughran,402-331-4927,402-213-6054
64798,Bamesberger A/C Lease,Dan Loughran,402-689-4888,Ron Johnson,,308-350-0731,Pat J Loughran,402-331-4927,402-213-6054
64804,Thomas Lease,Dan Loughran,402-689-4888,Ron Johnson,,785-871-8026,Pat J Loughran,402-331-4927,402-213-6054
64805,State of Nebraska Lease,Dan Loughran,402-689-4888,Ron Johnson,,785-871-8026,Pat J Loughran,402-331-4927,402-213-6054
64806,R Quadour Lease,Dan Loughran,402-689-4888,Ron Johnson,,785-871-8026,Pat J Loughran,402-331-4927,402-213-6054
64808,Macy Lease Southwest,Dan Loughran,402-689-4888,Ron Johnson,,785-871-8026,Pat J Loughran,402-331-4927,402-213-6054
64809,Hardesty Lease,Dan Loughran,402-689-4888,Ron Johnson,,308-350-0731,Pat J Loughran,402-331-4927,402-213-6054
64810,Nicholson Lease,Dan Loughran,402-689-4888,Ron Johnson,,785-871-8026,Pat J Loughran,402-331-4927,402-213-6054
64811,Nicholson B Lease,Dan Loughran,402-689-4888,Ron Johnson,,308-350-0731,Pat J Loughran,402-331-4927,402-213-6054
64812,Orvis Lease,Dan Loughran,402-689-4888,Ron Johnson,,308-350-0731,Pat J Loughran,402-331-4927,402-213-6054
64813,Ten Bensel Lease,Dan Loughran,402-689-4888,Ron Johnson,,308-350-0731,Pat J Loughran,402-331-4927,402-213-6054
64814,Chambers 1 Lease,Dan Loughran,402-689-4888,Ron Johnson,,785-871-8026,Pat J Loughran,402-331-4927,402-213-6054
64815,State of Nebraska 1 Lease,Dan Loughran,402-689-4888,Aaron Deboodt,,308-241-1666,Aaron Deboodt,,308-241-1666
64820,State A Lease,Angie Bowling,303-744-1480,Kurt Nelson,303-744-1480,303-808-8110,Matt Nelson,303-744-1480,303-981-3840
64821,Forsling Lease,Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Aaron Deboodt,,308-241-1666
64823,Haussener 1 Lease,Kurt Nelson,303-808-8110,Kurt Nelson,303-808-8110,303-808-8110,Matt Nelson,303-744-1480,303-981-3840
64824,Waitman 1 Lease,Angie Bowling,303-744-1480,Kurt Nelson,303-808-8110,303-808-8110,Matt Nelson,303-744-1480,303-981-3840
64827,Reimers Well,Angie Bowling,303-744-1480,Kurt Nelson,303-744-1480,303-808-8110,Matt Nelson,303-744-1480,303-981-3840
64829,Willis D Lease,Angie Bowling,303-744-1480,Kurt Nelson,303-744-2034,303-808-8110,Matt Nelson,303-744-1480,303-981-3840
64831,M Cruise 1 Lease,Angie Bowling,303-744-1480,Kurt Nelson,303-808-8110,303-808-8110,Matt Nelson,303-744-1480,303-981-3840
64833,Tremain Lease,Angie Bowling,303-744-1480,Kurt Nelson,303-744-1480,303-808-8110,Matt Nelson,303-744-1480,303-981-3840
64837,Richards 1 Lease,Cooper Seely,316-219-3390,Brian Moffat,,308-778-6100,Jeff Kerns,316-219-3390,620-295-0208
64840,Wilsonville Unit,Dan Loughran,402-689-4888,Ron Johnson,,308-350-0731,Pat J Loughran,402-331-4927,402-213-6054
64850,Bishop Field Unit,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
64851,Bush Creek Field Unit,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
64852,Driftwood Creek Unit,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
64853,Husker Field Unit,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
64854,Suess Field Unit,Carl Dean,303-918-2021,Dave Beasley,,308-340-4677,Richard Dean,303-771-2343,303-918-2021
64855,Boevau Canyon Field Unit,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
64856,Shafer Lease,,,Buck Salas,785-462-6781,785-567-7138,Rob Kramer,316-267-3241,316-712-2345
64857,"Southwick Unit 2-1, 2-3, 4-1",,,Buck Salas,785-462-6781,785-567-7138,Rob Kramer,316-267-3241,316-712-2345
64858,State of Nebraska 16 & 36,,,Buck Salas,785-462-6781,785-567-7138,Rob Kramer,316-267-3241,316-712-2345
64862,Burwell Independent Oil Co,John R Kovarik,308-214-0134,John R Kovarik,308-346-4525,308-214-0134,Tony Hurza,308-346-4525,308-214-0850
64868,Papio Bay Aquatic Center,Tim Moran,402-578-6809,Tim Moran,402-597-2028,402-578-6809,Tracy Stratman,402-597-2061,402-578-6809
64879,Central Sand & Gravel Co 71,Bryan Campbell,402-510-9086,Brad Vanicek,,402-615-0769,Thomas Silknitter,,402-378-0146
64883,Terrestrial 1-32 Tank Battery,Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Aaron Deboodt,,308-241-1666
64884,State of Nebraska 36-2 & 3,Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Aaron Deboodt,,308-241-1666
64885,Owasco Unit Tank Battery,Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Aaron Deboodt,,308-241-1666
64894,"Flying Eagle 1,2,3 Battery",Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Aaron Deboodt,,308-241-1666
64897,Campbell 2-20 Tank Battery,Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Aaron Deboodt,,308-241-1666
64903,BWAB Inc Olsen 1 & 3 Lease,Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Bob Wistrom,,308-249-1252
64907,Wykert Tank Battery,Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Aaron Deboodt,,308-241-1666
64908,Schmid 3,Kurt Nelson,303-808-8110,Kurt Nelson,303-744-2034,303-808-8110,Matt Nelson,,303-981-3840
64913,Cruise A,Angie Bowling,303-744-1480,Kurt Nelson,303-744-1480,303-808-8110,Matt Nelson,303-744-1480,303-981-3840
64919,Grubb 2-1A,Angie Bowling,303-744-1480,Kurt Nelson,303-744-2034,303-808-8110,Matt Nelson,,303-981-3840
64920,State 4,Angie Bowling,303-744-1480,Kurt Nelson,303-808-8110,303-808-8110,Matt Nelson,303-744-1480,303-981-3840
64925,Hayes Center Field - Vlassin,Carl Dean,303-771-2343,Dave Beasley,,308-340-4677,Richard Dean,,303-918-2022
64927,Reimers Unit,Angie Bowling,303-744-1480,Kurt Nelson,303-808-8110,303-808-8110,Matt Nelson,303-744-1480,303-981-3840
64928,Anderson A Lease,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
64932,Powell A Lease,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
64934,Twin Lakes Unit,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
64944,Mitch Unit,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
64945,North Dry Creek Unit,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
64948,Roland Unit,Dana Wreath,316-265-3311,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
64951,Stolte Lease,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
64985,Armstrong 2 & 4 Lease,Katy Orozco,720-350-5896,Katy Orozco,303-925-0696,720-350-5896,Travis Allen,,308-250-9046
64991,Upton Unit,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
64992,Macklin Unit,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
64994,Barkhoff Tank Battery,Aaron Deboodt,308-241-1666,Todd Pivolka,970-667-9861,970-227-6069,Terrin Pivonka,970-667-9861,970-396-7537
64998,Boice 1 Battery,Angie Bowling,303-744-1480,Kurt Nelson,303-744-2034,303-808-8110,Matt Nelson,,303-981-3840
64999,South Houtby Waterflood Unit,Angie Bowling,303-744-1480,Kurt Nelson,303-808-8110,303-808-8110,Matt Nelson,,303-981-3840
65005,Montie Unit Tank Battery,Shera A Smith,303-709-6158,Shera A Smith,303-709-6158,,Christopher Smith,303-709-6158,303-709-6157
65007,Valmont Industries Inc,Tracey Mai,308-345-8200,Cody Dewester,308-345-8239,308-340-2316,Kathy K Baker,308-720-4805,308-737-0623
65024,Evonik Corporation,David McLean,402-237-6955,David McLean,402-533-1523,402-237-6955,Paul Caldwell,402-533-1562,251-472-6574
65054,Rudolph Lease 2 & 3,Triple K Oil LLC,307-630-1318,Coy Fisher,307-630-1318,,Debbie K Bowers,660-254-2768,
65056,Robirds J 7,Angie Bowling,303-744-1480,Kurt Nelson,303-808-8110,303-808-8110,Matt Nelson,,303-981-3840
65066,CenturyLink,Payton Michael,720-239-3774,UniCall,,866-864-2255,CenturyLink Work Center,,866-864-2255
65069,Magellan Pipeline Company LP,Tristan Grover,515-971-1560,Scott Crawford,423-605-0045,800-720-2417,Matt Wooley,402-768-1371,800-720-2417
65075,Sapp Bros,Randy Benson,402-679-1390,Kristina Lamb,402-721-7620,402-643-5918,Carl Nielsen,402-895-2202,402-721-4656
65079,Windstream Communications,Dean Busch,800-345-4484,Dean Busch,402-525-0294,800-345-4484,Jason Kohley,616-366-0995,800-345-4484
65081,Matheson Tri-Gas Inc,Amy Ferrara,712-490-4899,Shane Nienabar,402-434-6010,402-239-4284,Amy Ferrara,402-434-6010,712-490-4899
65103,Pender Grain Inc,Katie A Darling,402-922-1070,Jonathan S Darling,402-385-3003,402-922-0209,Katie A Darling,402-385-3003,402-922-1070
65106,Blue Beacon of York Truck Wash,Tina Price,785-819-3250,Anthony Barrett,706-498-2490,402-362-1655,Tina Price,,785-819-3250
65107,TA York Stopping Center 362,Sarah Paulson,440-617-1202,Sarah Paulson,440-808-4459,440-617-1202,TA General Manager,308-284-3667,440-617-1202
65111,Golf 05 Launch Facility,Douglas McPherson,307-773-2594,Command Post,307-773-4029,307-773-3921,Facility Emergency Coordinator,307-773-4029,307-773-2921
65112,Golf 06 Launch Facility,Douglas McPherson,307-773-2594,Command Post,307-773-4029,307-773-3921,Facility Emergency Coordinator,307-773-4029,307-773-2921
65115,Concrete Supply Inc,Chris Rogers,515-229-6407,Chris Rogers,,402-932-5800,Brian Hensley,,402-677-9176
65119,Golf 10 Launch Facility,Douglas McPherson,307-773-2594,Command Post,307-773-4029,307-773-3921,Facility Emergency Coordinator,307-773-4029,307-773-2921
65120,Golf 11 Launch Facility,Douglas McPherson,307-773-2594,Command Post,307-773-4029,307-773-3921,Facility Emergency Coordinator,307-773-4029,307-773-2921
65121,Golf 03 Launch Facility,Douglas McPherson,307-773-2594,Command Post,307-773-4029,307-773-3921,Facility Emergency Coordinator,307-773-4029,307-773-2921
65122,Golf 02 Launch Facility,Douglas McPherson,307-773-2594,Command Post,307-773-4029,307-773-3921,Facility Emergency Coordinator,307-773-4029,307-773-2921
65123,India 03 Launch Facility,Douglas McPherson,307-773-2594,Command Post,307-773-4029,307-773-3921,Facility Emergency Coordinator,307-773-4029,307-773-2921
